MB2025_V1_00,General_Electoral_Population,Māori_Electoral_Population
0352603,168,-999
0352604,153,-999
0352700,-999,-999
0352800,-999,-999
0352900,126,6
0353000,114,9
0353100,114,9
0353200,120,-999
0353300,141,6
0353400,75,-999
0353500,102,-999
0353601,165,6
0353602,198,-999
0353801,114,-999
0353802,186,-999
0353803,120,-999
0354100,123,-999
0354201,177,9
0354202,57,-999
0354300,129,-999
0354500,159,6
0354700,183,9
0354800,228,12
0354900,48,-999
0355000,156,-999
0355101,195,-999
0355102,27,-999
0355300,243,-999
0355400,147,-999
0355500,135,6
0355601,48,-999
0355603,33,-999
0355604,51,-999
0355605,72,9
0355606,18,6
0355900,183,12
0356001,111,6
0356002,108,-999
0356100,126,-999
0356201,63,-999
0356202,63,6
0356203,66,-999
0356204,60,-999
0356300,243,-999
0356401,105,-999
0356402,54,-999
0356501,54,-999
0356502,66,-999
0356503,72,-999
0356504,60,-999
0356600,144,-999
0356700,57,-999
0356800,159,-999
0356900,120,-999
0357000,138,-999
0357100,33,-999
0357200,-999,-999
0357400,60,-999
0357600,18,-999
0357700,51,-999
0357800,123,6
0357900,102,-999
0358000,126,-999
0358200,210,-999
0358300,60,-999
0358407,-999,-999
0358409,-999,-999
0358410,-999,-999
0358411,-999,-999
0358413,-999,-999
0358414,-999,-999
0358415,-999,-999
0358416,-999,-999
0358418,-999,-999
0358419,-999,-999
0358422,-999,-999
0358423,-999,-999
0358424,-999,-999
0358425,-999,-999
0358428,-999,-999
0358430,-999,-999
0358431,-999,-999
0358433,-999,-999
0358434,30,-999
0358435,-999,-999
0358438,-999,-999
0358440,-999,-999
0358441,-999,-999
0358500,54,-999
0358600,48,-999
0358700,69,-999
0358800,111,6
0358900,60,-999
0359000,108,-999
0359100,96,-999
0359200,111,6
0359300,60,-999
0359500,162,6
0359701,72,-999
0359702,-999,-999
0359800,57,-999
0359900,87,-999
0360000,39,-999
0360100,12,-999
0360200,180,12
0360300,144,-999
0360500,123,-999
0360600,147,12
0360700,132,12
0360800,150,12
0360900,45,-999
0361000,75,6
0361100,102,-999
0361200,48,-999
0361300,171,-999
0361400,81,-999
0361701,75,-999
0361702,87,-999
0361703,48,-999
0361800,189,-999
0361900,150,-999
0362000,192,54
0362100,81,-999
0362201,141,12
0362202,27,-999
0362300,147,12
0362400,105,9
0362501,129,12
0362502,138,9
0362600,144,6
0362701,42,-999
0362702,129,-999
0362800,171,-999
0362900,126,-999
0363001,159,-999
0363002,105,-999
0363003,60,-999
0363200,165,-999
0363301,75,6
0363302,54,-999
0363400,141,15
0363501,108,-999
0363502,144,-999
0363600,153,6
0363700,138,-999
0363800,117,6
0363901,48,-999
0364001,99,18
0364002,72,-999
0364100,174,15
0364200,-999,-999
0364401,177,24
0364402,-999,-999
0364602,87,6
0364700,48,6
0364800,120,9
0364900,108,-999
0365000,15,-999
0365100,-999,-999
0365200,42,-999
0365300,156,12
0365400,99,-999
0365500,171,15
0365600,-999,-999
0365700,69,-999
0365900,96,-999
0366000,198,-999
0366100,162,9
0366201,183,-999
0366202,48,-999
0366300,201,-999
0366401,177,-999
0366402,21,-999
0366501,90,-999
0366502,-999,-999
0366601,-999,-999
0366700,225,-999
0366800,108,-999
0366902,120,6
0367000,177,-999
0367200,162,21
0367300,72,-999
0367400,246,15
0367500,207,-999
0367601,75,-999
0367602,6,-999
0367701,141,9
0367702,108,-999
0367703,72,-999
0367704,27,-999
0367800,150,-999
0367900,186,21
0368000,138,6
0368100,93,-999
0368200,288,-999
0368300,201,-999
0368400,198,6
0368500,81,-999
0368601,72,6
0368602,129,-999
0368700,114,6
0368800,144,-999
0368900,213,6
0369101,156,-999
0369102,126,-999
0369103,33,-999
0369200,156,-999
0369300,75,-999
0369400,195,9
0369501,93,6
0369502,48,-999
0369600,138,-999
0369701,93,-999
0369702,72,9
0369800,132,-999
0370000,153,-999
0370100,147,-999
0370300,174,15
0370400,156,6
0370500,96,-999
0370600,267,-999
0370700,243,-999
0370900,201,15
0371001,99,12
0371002,57,-999
0371100,156,9
0371201,75,-999
0371202,138,6
0371300,237,-999
0371400,138,-999
0371501,36,-999
0371600,135,-999
0371900,192,15
0372000,198,12
0372101,180,-999
0372102,198,-999
0372103,126,-999
0372104,177,-999
0372300,249,18
0372400,195,-999
0372500,147,-999
0372600,135,12
0372700,126,9
0372800,66,-999
0372900,135,6
0373001,99,-999
0373002,84,-999
0373200,150,6
0373300,96,15
0373400,63,-999
0373500,117,-999
0373600,84,-999
0373700,159,-999
0373800,117,-999
0373900,150,15
0374000,138,-999
0374101,90,-999
0374102,93,-999
0374200,150,9
0374300,153,6
0374400,234,15
0374500,156,27
0374600,186,15
0374700,183,9
0374800,198,-999
0374900,150,-999
0375001,45,-999
0375002,57,-999
0375100,27,-999
0375200,117,-999
0375300,141,6
0375400,153,-999
0375500,144,-999
0375600,99,-999
0375700,168,12
0375800,132,6
0375900,162,-999
0376000,87,12
0376101,99,-999
0376102,57,-999
0376200,189,12
0376300,192,-999
0376401,72,-999
0376402,72,-999
0376403,66,-999
0376500,168,27
0376600,129,9
0376700,129,-999
0376800,72,9
0376900,225,9
0377100,111,-999
0377200,123,6
0377301,99,6
0377302,-999,-999
0377303,72,-999
0377304,48,-999
0377401,75,-999
0377402,60,-999
0377403,84,6
0377500,240,12
0377600,162,-999
0377701,114,-999
0377702,54,-999
0377800,72,9
0377901,63,6
0377902,30,-999
0378001,54,-999
0378002,99,6
0378003,54,9
0378100,252,12
0378201,63,-999
0378202,24,-999
0378301,138,6
0378302,51,-999
0378303,108,21
0378401,66,-999
0378402,33,6
0378500,75,15
0378601,63,9
0378602,105,-999
0378701,96,15
0378702,60,-999
0378800,312,54
0378901,138,12
0378902,153,-999
0379000,156,-999
0379300,153,-999
0379401,114,15
0379403,84,-999
0379500,276,15
0379600,249,9
0379700,150,9
0379800,186,9
0379900,84,18
0380001,39,-999
0380002,93,-999
0380003,108,-999
0380100,138,-999
0380200,198,12
0380400,162,6
0380502,105,-999
0380503,108,6
0380504,210,-999
0380505,81,-999
0380506,66,6
0380600,192,12
0380700,228,6
0380800,177,-999
0380900,207,6
0381000,129,-999
0381101,216,12
0381102,123,9
0381200,183,12
0381301,174,15
0381302,72,6
0381500,177,6
0381600,144,6
0381700,225,15
0381801,147,12
0381802,-999,-999
0382000,141,6
0382101,66,-999
0382102,192,12
0382103,63,12
0382104,162,15
0382500,69,6
0382600,117,-999
0382800,159,6
0382901,54,-999
0382902,78,6
0382903,33,-999
0382904,93,6
0383000,114,9
0383200,195,21
0383400,153,9
0383500,210,12
0383701,117,-999
0383702,81,-999
0383703,96,-999
0383704,60,-999
0383801,198,12
0383802,219,9
0383900,177,21
0384000,159,6
0384100,123,6
0384200,120,24
0384300,174,6
0384400,192,-999
0384500,204,6
0384600,156,9
0384701,117,-999
0384703,186,30
0384704,264,54
0384705,51,-999
0384800,138,9
0384901,75,9
0384902,102,12
0384903,21,-999
0385000,117,9
0385100,126,15
0385200,39,-999
0385300,156,6
0385400,144,21
0385500,114,15
0385600,120,18
0385700,54,15
0385801,-999,-999
0385802,-999,-999
0385803,-999,-999
0385900,138,9
0386001,75,6
0386002,54,6
0386003,156,-999
0386100,201,27
0386200,219,9
0386401,129,9
0386402,159,30
0386502,135,6
0386503,114,-999
0386504,201,9
0386505,180,30
0386600,171,9
0386700,216,42
0386801,108,-999
0386802,126,12
0386803,81,6
0386901,123,-999
0386902,102,-999
0386903,108,-999
0386904,90,6
0387004,93,21
0387005,60,-999
0387006,63,6
0387007,51,-999
0387008,81,9
0387009,75,9
0387300,264,30
0387401,126,15
0387402,81,-999
0387500,174,18
0387601,156,12
0387701,78,6
0387702,66,-999
0387801,84,-999
0387802,39,9
0387900,84,9
0388000,144,27
0388100,216,18
0388200,138,12
0388302,27,9
0388401,51,15
0388402,18,6
0388600,69,6
0388800,171,15
0388900,249,21
0389001,90,-999
0389003,96,6
0389005,33,6
0389101,219,21
0389102,213,9
0389200,-999,-999
0389500,-999,-999
0389601,156,15
0389602,201,27
0389700,168,15
0389800,159,6
0389900,75,-999
0390100,87,21
0390300,-999,-999
0390401,-999,-999
0390402,-999,-999
0390501,129,24
0390502,-999,-999
0390600,69,12
0390701,15,-999
0390702,51,6
0390802,36,-999
0390900,159,9
0391000,189,15
0391100,177,21
0391200,225,21
0391300,141,-999
0391500,105,18
0391601,-999,-999
0391602,78,30
0391700,120,9
0391800,156,12
0391900,87,12
0392000,96,6
0392300,189,27
0392400,42,-999
0392500,51,9
0392600,147,-999
0392700,75,-999
0392800,183,9
0392900,27,-999
0393000,120,12
0393100,111,9
0393200,174,12
0393300,189,12
0393400,153,6
0393500,144,-999
0393600,111,12
0393701,57,-999
0393800,120,6
0393900,111,9
0394100,132,12
0394200,123,6
0394300,120,-999
0394500,87,-999
0394600,123,-999
0394700,159,12
0394800,69,-999
0394900,177,6
0395000,78,-999
0395100,219,6
0395200,150,-999
0395300,153,6
0395500,141,-999
0395600,159,12
0395800,-999,-999
0395900,147,24
0396000,165,-999
0396100,177,21
0396200,171,6
0396300,201,18
0396400,126,12
0396500,69,-999
0396600,42,6
0396700,-999,-999
0396800,159,9
0396900,99,12
0397000,213,6
0397100,141,12
0397200,84,-999
0397300,120,6
0397400,123,6
0397500,69,-999
0397600,-999,-999
0397700,177,6
0397800,99,18
0397900,42,15
0398000,123,9
0398100,45,-999
0398200,93,6
0398300,180,6
0398400,96,24
0398500,105,-999
0398600,69,6
0398700,78,6
0398800,96,-999
0398900,135,9
0399000,195,9
0399100,102,-999
0399200,27,-999
0399300,84,6
0399400,162,6
0399500,108,-999
0399600,93,6
0399700,141,9
0399800,51,-999
0399900,60,-999
0400000,105,-999
0400100,84,9
0400200,57,9
0400300,138,9
0400400,63,-999
0400500,153,6
0400600,150,6
0400700,111,-999
0400800,81,-999
0400900,105,-999
0401000,96,-999
0401100,69,9
0401200,96,6
0401300,51,6
0401400,90,-999
0401500,84,-999
0401600,162,6
0401700,156,-999
0401800,162,-999
0401900,150,-999
0402000,159,6
0402300,69,-999
0402400,153,-999
0402500,123,-999
0402600,93,9
0402700,87,15
0402900,123,9
0403000,129,12
0403100,129,12
0403200,144,6
0403300,126,9
0403400,108,-999
0403500,78,6
0403600,192,9
0403700,87,-999
0403800,84,-999
0403900,114,12
0404000,162,24
0404100,84,-999
0404200,126,9
0404300,84,6
0404400,90,6
0404500,93,9
0404600,102,6
0404700,54,-999
0404800,12,-999
0404900,84,9
0405000,63,12
0405100,75,12
0405200,141,9
0405400,135,21
0405500,153,9
0405600,189,12
0405700,189,6
0405800,96,12
0405900,39,6
0406000,114,21
0406101,30,6
0406102,69,9
0406201,27,-999
0406202,66,9
0406300,9,-999
0406401,66,-999
0406402,84,12
0406403,36,6
0406404,45,-999
0406501,90,-999
0406502,87,6
0406601,81,6
0406602,21,-999
0406603,48,-999
0406700,51,9
0406800,81,-999
0406900,78,-999
0407000,72,-999
0407100,57,9
0407200,84,6
0407300,69,9
0407400,87,-999
0407500,69,-999
0407600,84,6
0407700,87,-999
0407800,87,6
0407900,138,18
0408000,60,-999
0408100,132,6
0408200,57,-999
0408300,90,-999
0408400,39,-999
0408500,147,6
0408600,48,-999
0408800,57,15
0408900,84,-999
0409000,90,-999
0409100,72,6
0409200,9,-999
0409300,63,-999
0409400,72,6
0409500,75,-999
0409600,75,6
0409700,84,9
0409800,54,-999
0409900,90,6
0410100,57,6
0410200,54,-999
0410300,51,-999
0410400,90,12
0410500,102,6
0410600,102,-999
0410900,45,-999
0411100,111,-999
0411200,87,-999
0411400,12,-999
0411500,63,-999
0411600,12,-999
0411700,30,6
0411800,108,-999
0412000,51,9
0412100,45,6
0412401,117,-999
0412402,9,-999
0412500,48,12
0412700,30,-999
0412800,69,-999
0412900,-999,-999
0413001,45,6
0413002,42,6
0413003,33,6
0413004,42,-999
0413005,69,6
0413006,84,6
0413100,48,-999
0413200,12,-999
0413400,81,-999
0413500,18,-999
0413600,60,-999
0413700,96,-999
0413800,222,-999
0414100,120,-999
0414200,156,9
0414300,63,-999
0414400,72,-999
0414500,-999,-999
0414600,54,-999
0414700,66,-999
0414800,84,-999
0414900,69,6
0415000,42,-999
0415200,21,-999
0415300,21,-999
0415400,54,-999
0415500,84,-999
0415600,114,6
0415700,66,9
0415800,60,-999
0415900,12,-999
0416100,72,6
0416200,39,-999
0416300,72,-999
0416400,78,-999
0416500,54,-999
0416600,105,-999
0416700,66,-999
0416800,39,-999
0416900,84,12
0417001,54,-999
0417002,60,-999
0417003,6,-999
0417100,57,-999
0417200,-999,-999
0417300,81,-999
0417400,-999,-999
0417500,117,15
0417700,24,-999
0417800,60,6
0417900,18,-999
0418000,45,-999
0418100,-999,-999
0418200,81,-999
0418300,81,6
0418400,84,6
0418500,18,-999
0418600,72,6
0418700,99,12
0418900,66,-999
0419000,72,-999
0419100,24,-999
0419200,129,6
0419300,30,-999
0419400,141,9
0419500,135,9
0419600,108,12
0419702,72,-999
0419703,-999,-999
0419704,24,-999
0419705,48,-999
0419706,42,-999
0419800,57,-999
0419900,108,6
0420000,87,9
0420100,57,6
0420201,72,-999
0420202,60,-999
0420203,69,-999
0420204,45,-999
0420300,60,-999
0420600,72,9
0420700,108,-999
0420801,54,-999
0420802,117,6
0420803,36,-999
0420804,33,-999
0420805,48,-999
0420806,27,-999
0420807,90,-999
0421000,87,-999
0421100,-999,-999
0421300,99,-999
0421400,90,-999
0421500,69,9
0421600,90,-999
0421700,87,-999
0421800,138,6
0421900,114,-999
0422000,78,6
0422100,126,-999
0422200,36,-999
0422300,33,-999
0422400,72,-999
0422500,96,6
0422700,36,-999
0422800,108,9
0422900,78,-999
0423000,84,-999
0423100,66,-999
0423200,66,-999
0423300,87,6
0423400,117,-999
0423600,-999,-999
0423700,123,6
0423800,-999,-999
0424400,33,-999
0424600,63,-999
0424701,24,-999
0424702,114,-999
0424800,156,-999
0424900,84,-999
0425000,84,-999
0425100,135,-999
0425200,69,-999
0425400,69,-999
0425500,57,-999
0425600,-999,-999
0425701,156,-999
0425702,81,-999
0425800,87,-999
0425900,60,-999
0426000,24,-999
0426101,54,-999
0426102,57,-999
0426103,60,-999
0426104,93,-999
0426105,42,-999
0426106,-999,-999
0426108,-999,-999
0426200,144,6
0426301,66,-999
0426302,33,-999
0426303,45,-999
0426304,6,-999
0426400,75,-999
0426500,132,-999
0426601,120,9
0426602,75,-999
0426700,75,-999
0426800,108,24
0426900,96,12
0427000,66,-999
0427100,69,-999
0427200,66,-999
0427300,105,-999
0427400,111,9
0427500,105,6
0427600,129,-999
0427700,114,-999
0427800,72,-999
0427900,66,6
0428000,33,-999
0428100,-999,-999
0428200,57,6
0428300,36,9
0428400,48,-999
0428500,-999,-999
0428600,150,-999
0428700,126,9
0428800,90,-999
0428900,87,-999
0429000,48,15
0429100,66,-999
0429400,72,-999
0429500,18,-999
0429600,114,-999
0429700,87,6
0429800,42,-999
0429900,93,9
0430000,54,-999
0430100,123,-999
0430200,54,-999
0430300,57,-999
0430400,54,-999
0430500,108,-999
0430600,63,-999
0430700,42,-999
0430800,111,-999
0430900,84,12
0431000,135,-999
0431100,42,-999
0431200,78,-999
0431300,102,9
0431400,45,9
0431500,45,-999
0431600,90,-999
0431700,87,-999
0431800,102,6
0431900,45,-999
0432000,111,6
0432200,105,12
0432500,-999,-999
0432602,96,6
0432603,36,6
0432800,-999,-999
0433001,63,-999
0433004,150,-999
0433006,45,-999
0433302,234,6
0433303,6,-999
0433304,72,-999
0433305,168,6
0433306,141,12
0433307,180,6
0433402,315,27
0433403,75,-999
0433404,33,-999
0433502,267,9
0433801,-999,-999
0434104,9,-999
0434300,-999,-999
0434401,192,6
0434601,108,-999
0434602,219,6
0434603,24,9
0434701,75,-999
0434702,99,-999
0434703,165,-999
0434801,66,-999
0434901,78,-999
0435000,60,12
0435100,279,6
0435201,132,6
0435202,45,-999
0435204,144,-999
0435205,93,6
0435300,12,-999
0435400,126,9
0435601,111,6
0435602,72,-999
0435603,54,6
0435604,45,-999
0435801,48,-999
0435802,327,24
0435900,87,9
0436202,120,-999
0436203,93,6
0436204,123,6
0436401,171,6
0436402,105,18
0436500,78,-999
0436803,171,-999
0436804,108,-999
0436805,162,-999
0436901,75,-999
0436903,207,6
0436904,288,21
0437200,-999,-999
0437300,-999,-999
0437400,-999,-999
0437500,-999,-999
0437901,27,-999
0437902,87,-999
0437903,-999,-999
0438102,-999,-999
0438107,207,6
0438203,-999,-999
0438204,-999,-999
0438206,180,9
0438209,195,6
0438210,-999,-999
0438212,195,9
0438215,219,12
0438216,414,15
0438217,-999,-999
0438218,-999,-999
0438219,6,-999
0438220,96,-999
0438221,63,-999
0438222,60,6
0438223,144,6
0438302,162,-999
0438304,-999,-999
0438306,297,15
0438307,-999,-999
0438308,-999,-999
0438309,27,-999
0438408,282,6
0438409,54,-999
0438410,117,-999
0438411,27,-999
0438412,159,9
0438413,72,6
0438414,54,-999
0438501,90,-999
0438502,315,9
0438503,168,9
0438700,87,57
0438800,90,15
0438902,63,-999
0439200,153,9
0439303,-999,-999
0439304,36,-999
0439305,39,6
0439306,12,-999
0439307,51,15
0439308,36,-999
0439309,60,9
0439310,12,-999
0439311,45,9
0439400,-999,-999
0439500,-999,-999
0439602,-999,-999
0439603,-999,-999
0439604,-999,-999
0439700,-999,-999
0439800,-999,-999
0439900,-999,-999
0440000,-999,-999
0440104,-999,-999
0440107,-999,-999
0440108,-999,-999
0440109,-999,-999
0440110,-999,-999
0440114,-999,-999
0440115,42,-999
0440116,66,-999
0440117,-999,-999
0440118,-999,-999
0440119,-999,-999
0440120,-999,-999
0440121,-999,-999
0440300,-999,-999
0440400,-999,-999
0440501,114,9
0440502,30,-999
0440503,111,-999
0440700,237,9
0440800,-999,-999
0440901,183,12
0440902,216,9
0440903,396,33
0441000,-999,-999
0441101,276,-999
0441102,96,-999
0441300,138,-999
0441400,30,-999
0441501,69,-999
0441502,129,-999
0441503,177,-999
0441504,153,-999
0441505,135,-999
0441600,-999,-999
0441800,15,-999
0442100,-999,-999
0442200,24,-999
0442300,-999,-999
0442400,228,18
0442500,54,-999
0442600,66,6
0442700,42,9
0442800,285,12
0442900,84,-999
0443000,69,-999
0443100,-999,-999
0443300,-999,-999
0443402,-999,-999
0443500,204,6
0443600,162,6
0443700,156,-999
0443800,15,-999
0443900,-999,-999
0444000,72,-999
0444100,102,-999
0444200,69,-999
0444300,75,-999
0444400,111,-999
0444501,108,18
0444502,81,-999
0444600,129,9
0444701,36,-999
0444702,123,-999
0444801,120,-999
0444802,48,9
0444900,78,-999
0445000,126,-999
0445100,123,-999
0445200,126,-999
0445300,-999,-999
0445400,63,-999
0445500,159,-999
0445600,210,-999
0445700,42,-999
0445800,102,6
0445900,171,-999
0446000,72,-999
0446400,81,-999
0446500,126,-999
0446600,198,-999
0446700,183,-999
0446801,72,6
0446802,87,-999
0446901,123,-999
0446902,75,-999
0447000,201,-999
0447100,213,-999
0447400,105,6
0447500,78,6
0447600,144,-999
0447700,126,6
0447801,69,-999
0447802,66,6
0447803,72,6
0447901,108,-999
0447902,15,-999
0447903,30,-999
0448000,102,-999
0448100,216,-999
0448200,183,-999
0448301,42,-999
0448302,81,-999
0448400,216,-999
0448500,147,-999
0448600,228,-999
0448700,159,6
0448900,183,-999
0449000,177,-999
0449200,114,-999
0449300,183,-999
0449400,-999,-999
0449500,-999,-999
0449600,60,-999
0449700,84,9
0449800,123,9
0449900,114,6
0450100,54,-999
0450300,24,-999
0450600,-999,-999
0450701,18,-999
0450702,30,-999
0450703,75,-999
0450704,21,-999
0450800,126,-999
0450901,-999,-999
0450902,120,-999
0451200,-999,-999
0451400,-999,-999
0451500,57,-999
0451600,39,-999
0451700,54,-999
0452400,75,-999
0452800,39,6
0453101,99,-999
0453300,48,-999
0453400,54,-999
0453500,6,-999
0453800,45,-999
0453900,102,6
0454100,72,-999
0454200,120,-999
0454300,174,9
0454500,129,-999
0454900,-999,-999
0455000,-999,-999
0455200,87,-999
0455300,87,6
0455400,36,-999
0455500,93,-999
0455600,87,-999
0455700,111,-999
0455800,165,-999
0455900,33,-999
0456000,174,9
0456100,96,-999
0456200,132,-999
0456400,63,-999
0456500,108,6
0456600,51,-999
0456701,57,-999
0456702,-999,-999
0456800,108,-999
0456900,159,6
0457100,114,-999
0457200,-999,-999
0457300,-999,-999
0457400,-999,-999
0457500,-999,-999
0457600,108,-999
0457700,165,6
0457900,171,-999
0458000,78,-999
0458100,147,6
0458300,99,-999
0458401,63,-999
0458402,120,6
0458500,195,-999
0458600,99,-999
0458700,96,6
0458800,237,-999
0458900,171,9
0459000,162,-999
0459100,144,-999
0459300,111,-999
0459401,195,-999
0459402,147,-999
0459403,105,-999
0459600,81,-999
0459700,105,-999
0459800,69,-999
0459900,111,6
0460000,66,9
0460100,78,6
0460200,114,12
0460300,51,12
0460400,54,12
0460500,144,15
0460601,114,-999
0460602,60,-999
0460603,45,6
0460604,48,-999
0460800,177,6
0460900,108,6
0461000,135,-999
0461100,147,-999
0461200,93,-999
0461401,69,9
0461402,57,-999
0461403,48,-999
0461404,42,-999
0461405,36,-999
0461406,42,-999
0461500,93,-999
0461600,108,-999
0461700,186,12
0462101,138,-999
0462102,105,-999
0462200,60,-999
0462300,120,6
0462400,36,9
0462500,93,-999
0462601,33,-999
0462602,84,-999
0462700,147,15
0462806,45,-999
0462808,87,-999
0462810,114,-999
0462811,66,6
0462812,72,-999
0462813,90,-999
0462814,66,-999
0462815,66,-999
0462816,27,-999
0462817,66,-999
0462818,84,-999
0462819,72,-999
0462820,45,-999
0462821,57,-999
0462822,57,-999
0462823,105,-999
0462824,69,-999
0462900,54,-999
0463001,24,6
0463003,45,-999
0463004,84,-999
0463005,48,-999
0463006,45,-999
0463007,72,-999
0463008,42,-999
0463103,75,-999
0463104,57,-999
0463105,84,-999
0463106,75,-999
0463200,171,-999
0463300,150,6
0463602,141,9
0463706,129,-999
0463707,180,-999
0463709,66,-999
0463800,84,-999
0463902,-999,-999
0464300,144,6
0464400,111,12
0464501,78,6
0464503,42,-999
0464504,87,9
0464600,96,6
0465000,186,-999
0465101,183,-999
0465301,99,-999
0465501,42,-999
0465502,51,-999
0465503,60,-999
0465504,57,-999
0465601,66,-999
0465602,57,-999
0465701,45,-999
0465702,69,-999
0465800,132,-999
0465900,138,-999
